image_id,image_filename,metadata_id,role,opera,original_face_type,sequence_candidate_metadata_id,candidate_role,candidate_opera,candidate_original_face_type,match_method,match_confidence,match_status,evidence,image_width,image_height,metadata_width,metadata_height,dimension_match,image_aspect_ratio,metadata_aspect_ratio,aspect_ratio_delta,aspect_ratio_match,image_sha256
114,opera-10-114-s.jpg,unknown,,,,114,天庆王,金沙滩,整脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=91x110; XLS field=422x512; aspect_ratio_delta=0.0030539800000000117; network-expanded same hash=yes.",91,110,422,512,no,0.82727273,0.82421875,0.0030539800000000117,yes_within_0.01,b5383b20eb034f4730ff39e06be77208863f8a0f7c68cf0d06923ecaba98b24d
115,opera-10-115-s.jpg,unknown,,,,115,韩昌,雁门关,碎脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=89x110; XLS field=414x512; aspect_ratio_delta=0.0004971599999999965; network-expanded same hash=yes.",89,110,414,512,no,0.80909091,0.80859375,0.0004971599999999965,yes_within_0.01,6d5479e10726d567971305b82c2e1cac8b3e7cdb80fab5c28b0efc43b911bd9c
116,opera-10-116-s.jpg,unknown,,,,116,白天佐,破洪州,花三块瓦脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=89x110; XLS field=415x512; aspect_ratio_delta=0.0014559650000000035; network-expanded same hash=yes.",89,110,415,512,no,0.80909091,0.810546875,0.0014559650000000035,yes_within_0.01,2f8febbb36850ba8e23ef13d35af3d8182025bf81e6ad7f16cbfe6f3edffd7d7
117,opera-10-117-s.jpg,unknown,,,,117,孟良,洪羊洞,十字门脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=89x110; XLS field=413x512; aspect_ratio_delta=0.0024502849999999965; network-expanded same hash=yes.",89,110,413,512,no,0.80909091,0.806640625,0.0024502849999999965,yes_within_0.01,aeef230a2c6bae0f029c11c648badfa0db8f77559311ebc7f641c57f226fdec1
118,opera-10-118-s.jpg,unknown,,,,118,焦赞,三岔口,十字门脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=90x110; XLS field=408x496; aspect_ratio_delta=0.0043988251612904206; network-expanded same hash=yes.",90,110,408,496,no,0.81818182,0.8225806451612904,0.0043988251612904206,yes_within_0.01,d79f7df0f342fd020aceaf67f50f7efddff338f930117f231d5e4b56777f24e6
119,opera-10-119-s.jpg,unknown,,,,119,杨延德,五台山,僧道脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=90x110; XLS field=420x512; aspect_ratio_delta=0.0021306800000000514; network-expanded same hash=yes.",90,110,420,512,no,0.81818182,0.8203125,0.0021306800000000514,yes_within_0.01,cf9fbeedd92c222852294ba5008a4ccff3b9a54560835a076f6de1c821f5919b
120,opera-10-120-s.jpg,unknown,,,,120,杨延嗣,金沙滩,碎脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=90x110; XLS field=419x512; aspect_ratio_delta=0.00017755500000005142; network-expanded same hash=yes.",90,110,419,512,no,0.81818182,0.818359375,0.00017755500000005142,yes_within_0.01,58087fabb6b56c35de63673d6e7b6f3f2e14c6206222afa8c085bbb62f878d9d
121,opera-11-121-s.jpg,unknown,,,,121,杨林,车轮战,三块瓦脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=83x110; XLS field=386x512; aspect_ratio_delta=0.0006391999999999509; network-expanded same hash=yes.",83,110,386,512,no,0.75454545,0.75390625,0.0006391999999999509,yes_within_0.01,2ededfdf3ca19229f29fcb6beee24c92196ca394fc4fd0b0a49ac99fe952c27b
122,opera-11-122-s.jpg,unknown,,,,122,辛文礼,霓虹关,碎脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=90x110; XLS field=417x512; aspect_ratio_delta=0.0037286949999999486; network-expanded same hash=yes.",90,110,417,512,no,0.81818182,0.814453125,0.0037286949999999486,yes_within_0.01,d7986c877e6567064db3f0c67efcc32e30b4cf7d9fc7df0091e00cf345f9c378
123,opera-11-123-s.jpg,unknown,,,,123,李克用,珠帘寨,六分脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=90x110; XLS field=419x512; aspect_ratio_delta=0.00017755500000005142; network-expanded same hash=yes.",90,110,419,512,no,0.81818182,0.818359375,0.00017755500000005142,yes_within_0.01,c7630fd29a15e134eec5c7d0cf1bfa8f4be42f6f361312ba553e5b4b915696f4
124,opera-11-124-s.jpg,unknown,,,,124,胡里,巴骆和,,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=90x110; XLS field=419x512; aspect_ratio_delta=0.00017755500000005142; network-expanded same hash=yes.",90,110,419,512,no,0.81818182,0.818359375,0.00017755500000005142,yes_within_0.01,fc7eccd1468168f698ee35039e9a583b2c67961d3bb493c1f520c551a8e083c4
125,opera-11-125-s.jpg,unknown,,,,125,巴若里,状元媒,碎脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=90x110; XLS field=420x512; aspect_ratio_delta=0.0021306800000000514; network-expanded same hash=yes.",90,110,420,512,no,0.81818182,0.8203125,0.0021306800000000514,yes_within_0.01,0d385c9ffc5a1a42e7007ff9739fdce87916f5a5811c92e828eb76cac6d44ba6
126,opera-11-126-s.jpg,unknown,,,,126,傅龙,状元媒,六分脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=87x110; XLS field=406x512; aspect_ratio_delta=0.0020596600000000187; network-expanded same hash=yes.",87,110,406,512,no,0.79090909,0.79296875,0.0020596600000000187,yes_within_0.01,dee77b7405f8fcaadce36ce107b0c2fbdee698dd805b15c6fdd0ce6e79775e79
127,opera-11-127-s.jpg,unknown,,,,127,潘洪,清官册,整脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=123x150; XLS field=412x502; aspect_ratio_delta=0.0007171314741036827; network-expanded same hash=yes.",123,150,412,502,no,0.82,0.8207171314741036,0.0007171314741036827,yes_within_0.01,9cf4d95bcab59a7a637ce66a4c2124062f6c9df13aef6e03c27d1a0ab7e0393c
128,opera-11-128-s.jpg,unknown,,,,128,陶洪,打瓜园,角筝形脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=123x150; XLS field=412x502; aspect_ratio_delta=0.0007171314741036827; network-expanded same hash=yes.",123,150,412,502,no,0.82,0.8207171314741036,0.0007171314741036827,yes_within_0.01,0247ea7b198d3c455f247b741a46954b4e36a90997db3e0b78e2c853af3060fb
129,opera-11-129-s.jpg,unknown,,,,129,包拯,铡美案,整脸,sequence_and_aspect_ratio_candidate_not_accepted,low,unknown,"Archive filename suffix 001-272 forms a bijection with XLS 序号 1-272, so a sequence-only candidate can be listed. However, the filename contains no role or opera text, the exact pixel dimensions differ from the XLS image width/height fields, and this does not prove historical identity. The aspect ratios are broadly compatible with a thumbnail/downsample relationship, which is supporting evidence only. Observed image=123x150; XLS field=412x502; aspect_ratio_delta=0.0007171314741036827; network-expanded same hash=yes.",123,150,412,502,no,0.82,0.8207171314741036,0.0007171314741036827,yes_within_0.01,f7971d5583ab9fdb8d86daca2e4cd5933b4e7d30c0f6abb5e1d01fa29dfb63f7
